id_sensor,id_silo,ubicacion,temp,humedad,co2,fecha,hora
2,Silo 1,medio,6.948165331867758,,1.0266406779666206,2025-10-06,00:00:00
3,Silo 1,inferior,9.814896987995736,,,2025-10-06,00:00:00
1,Silo 1,superior,22.304989957249397,8.529214278766505,5.9110014588159,2025-10-06,12:00:00
2,Silo 1,medio,,,,2025-10-06,12:00:00
3,Silo 1,inferior,,,,2025-10-06,12:00:00
1,Silo 1,superior,11.049425368347435,9.043963520939318,3.149715958204193,2025-11-06,00:00:00
2,Silo 1,medio,13.384538565729036,9.28387625028385,3.624908739708262,2025-11-06,00:00:00
3,Silo 1,inferior,10.238496954967587,8.547662403242553,3.796836293874631,2025-11-06,00:00:00
1,Silo 1,superior,12.793748552137965,9.771178946051156,2.5166305132619686,2025-11-06,12:00:00
2,Silo 1,medio,12.086276984721833,9.345640190657962,3.6616502985910673,2025-11-06,12:00:00
3,Silo 1,inferior,11.4187943192224,11.941836710360162,3.863174448027539,2025-11-06,12:00:00
1,Silo 1,superior,,,2.207905351793542,2025-12-06,00:00:00
2,Silo 1,medio,7.278273780282946,,1.3997325449108806,2025-12-06,00:00:00
3,Silo 1,inferior,,,4.227746337610285,2025-12-06,00:00:00
1,Silo 1,superior,17.879998730387165,10.835264014809272,,2025-12-06,12:00:00
2,Silo 1,medio,6.913229896426138,,,2025-12-06,12:00:00
3,Silo 1,inferior,24.666318691306174,19.217527825716623,,2025-12-06,12:00:00
1,Silo 1,superior,13.572016823910298,9.979332256120884,2.804404182243218,2025-01-07,00:00:00
2,Silo 1,medio,14.226863430640766,8.773522593113517,3.503456946518632,2025-01-07,00:00:00
3,Silo 1,inferior,13.81826551035892,10.34482760737017,3.6324612815214223,2025-01-07,00:00:00
1,Silo 1,superior,11.88395743118425,11.491266269442471,3.1906637018086856,2025-01-07,12:00:00
2,Silo 1,medio,13.57720795706124,8.695891524237881,3.5296869097292727,2025-01-07,12:00:00
3,Silo 1,inferior,13.314227256775366,9.512724513044844,3.082567646483069,2025-01-07,12:00:00
1,Silo 1,superior,10.885903325862634,15.450686422577832,1.7951928656101477,2025-02-07,00:00:00
2,Silo 1,medio,18.42319718440748,,4.044606988410155,2025-02-07,00:00:00
3,Silo 1,inferior,,,,2025-02-07,00:00:00
1,Silo 1,superior,13.982396526622606,,,2025-02-07,12:00:00
2,Silo 1,medio,,16.82392135263877,2.2315896402996933,2025-02-07,12:00:00
3,Silo 1,inferior,,11.884568163409323,5.166347975381649,2025-02-07,12:00:00
1,Silo 1,superior,10.85521650321012,8.550464084696664,3.252152950951338,2025-03-07,00:00:00
2,Silo 1,medio,12.002199255646008,11.173542602313198,2.546150723120069,2025-03-07,00:00:00
3,Silo 1,inferior,14.558838077026376,8.663266492821682,3.14240844503927,2025-03-07,00:00:00
1,Silo 1,superior,11.001837945381006,10.39089178721044,3.6676054806122895,2025-03-07,12:00:00
2,Silo 1,medio,13.646604612684037,10.39473221385188,3.053654008924797,2025-03-07,12:00:00
3,Silo 1,inferior,12.601207960706803,10.828360905329836,2.6314870169926423,2025-03-07,12:00:00
1,Silo 1,superior,,9.776352781344912,4.836004128683754,2025-04-07,00:00:00
2,Silo 1,medio,18.01753701451875,11.977061425911597,4.870586292032455,2025-04-07,00:00:00
3,Silo 1,inferior,,16.04298135402825,,2025-04-07,00:00:00
1,Silo 1,superior,21.65737443330149,6.816776548306801,3.321134322133913,2025-04-07,12:00:00
2,Silo 1,medio,,16.615232370137804,1.667136094470799,2025-04-07,12:00:00
3,Silo 1,inferior,17.095331866968763,,4.681120025815432,2025-04-07,12:00:00
1,Silo 1,superior,10.432905875410778,11.751729520946109,2.722104519808281,2025-05-07,00:00:00
2,Silo 1,medio,13.710725878105858,9.613912746378968,3.991386413141199,2025-05-07,00:00:00
3,Silo 1,inferior,12.354962356618666,11.707549870638204,2.8179774170605185,2025-05-07,00:00:00
1,Silo 1,superior,12.3139069653082,10.382006965884258,2.852079079676677,2025-05-07,12:00:00
2,Silo 1,medio,11.109704902387053,9.313142811962646,2.5387139195405206,2025-05-07,12:00:00
3,Silo 1,inferior,12.493432223982486,11.905088480103426,3.103923359774547,2025-05-07,12:00:00
1,Silo 1,superior,,,,2025-06-07,00:00:00
2,Silo 1,medio,17.354957591469343,9.307082866993529,5.318553878488445,2025-06-07,00:00:00
3,Silo 1,inferior,,19.658138415734204,1.5658116643963662,2025-06-07,00:00:00
1,Silo 1,superior,,,2.386988490711757,2025-06-07,12:00:00
2,Silo 1,medio,11.302895518773717,,,2025-06-07,12:00:00
3,Silo 1,inferior,16.265082642514095,12.93577961661724,5.365361510809308,2025-06-07,12:00:00
1,Silo 1,superior,11.104649289082008,10.727570703578404,3.687295565013412,2025-07-07,00:00:00
2,Silo 1,medio,12.462937080452145,11.38705351490174,3.046642860608117,2025-07-07,00:00:00
3,Silo 1,inferior,11.808474252352823,9.02149226816432,3.0216862779445206,2025-07-07,00:00:00
1,Silo 1,superior,11.690738894653682,10.942116265309467,3.00231340021304,2025-07-07,12:00:00
2,Silo 1,medio,10.164495299810396,10.369175614594328,3.734135712333966,2025-07-07,12:00:00
3,Silo 1,inferior,12.14235163493116,8.253196288788056,2.894568415770874,2025-07-07,12:00:00
1,Silo 1,superior,,,,2025-08-07,00:00:00
2,Silo 1,medio,24.777301116936663,18.703669343787706,3.707491761070155,2025-08-07,00:00:00
3,Silo 1,inferior,,,,2025-08-07,00:00:00
1,Silo 1,superior,,,,2025-08-07,12:00:00
2,Silo 1,medio,10.289343214498682,,4.797071519187769,2025-08-07,12:00:00
3,Silo 1,inferior,24.27434245361215,19.221169329860125,,2025-08-07,12:00:00
1,Silo 1,superior,13.659953714433431,8.567857032935514,3.995270260100906,2025-09-07,00:00:00
2,Silo 1,medio,13.746518842307587,11.855968811066958,2.5041105061296896,2025-09-07,00:00:00
3,Silo 1,inferior,13.703696461366722,9.921498243006663,2.9298515693203875,2025-09-07,00:00:00
1,Silo 1,superior,13.732405894694557,8.07047036392816,3.781159476282698,2025-09-07,12:00:00
2,Silo 1,medio,10.044770195760712,8.208689079748114,3.631932901585463,2025-09-07,12:00:00
3,Silo 1,inferior,14.902991637598175,9.65514173785225,3.644269855853268,2025-09-07,12:00:00
1,Silo 1,superior,,,,2025-10-07,00:00:00
2,Silo 1,medio,,,5.428095238834999,2025-10-07,00:00:00
3,Silo 1,inferior,16.192862489880856,,,2025-10-07,00:00:00
1,Silo 1,superior,,10.425240502383083,,2025-10-07,12:00:00
2,Silo 1,medio,,,,2025-10-07,12:00:00
3,Silo 1,inferior,17.61230554523896,8.951920034516323,,2025-10-07,12:00:00
1,Silo 1,superior,14.647738924889602,9.980615251463751,3.8636782400524448,2025-11-07,00:00:00
2,Silo 1,medio,10.366213556331958,11.6828259478811,3.8136378501727,2025-11-07,00:00:00
3,Silo 1,inferior,10.585624777091107,8.222912922275363,3.6323225880654815,2025-11-07,00:00:00
1,Silo 1,superior,14.479322756899547,11.657249209850969,3.2188169042670114,2025-11-07,12:00:00
2,Silo 1,medio,11.875373128374587,8.35180434614506,2.858131922243403,2025-11-07,12:00:00
3,Silo 1,inferior,10.199513374432616,9.287811786274904,3.8269735940881855,2025-11-07,12:00:00
1,Silo 1,superior,,14.337855582013642,2.0866969449104595,2025-12-07,00:00:00
2,Silo 1,medio,24.77643336622477,18.695606759408136,1.6737960421996232,2025-12-07,00:00:00
3,Silo 1,inferior,17.36665257240124,,2.4464195534899416,2025-12-07,00:00:00
1,Silo 1,superior,,5.100860003674511,,2025-12-07,12:00:00
2,Silo 1,medio,16.84407178023813,8.798669210843872,2.014044081753044,2025-12-07,12:00:00
3,Silo 1,inferior,,,,2025-12-07,12:00:00
1,Silo 1,superior,14.194737886139766,11.723669622983945,2.995908469559006,2025-01-08,00:00:00
2,Silo 1,medio,12.700156603223297,9.101862822689156,3.17480863965564,2025-01-08,00:00:00
3,Silo 1,inferior,11.303500005063912,8.34050904273239,2.9541316151617067,2025-01-08,00:00:00
1,Silo 1,superior,13.788707421670882,8.486694422461767,3.0510143440505404,2025-01-08,12:00:00
2,Silo 1,medio,14.977889094011106,10.588426352137354,3.4667114279591478,2025-01-08,12:00:00
3,Silo 1,inferior,14.63537169118787,8.97253467290862,3.2938992459062475,2025-01-08,12:00:00
1,Silo 1,superior,,,,2025-02-08,00:00:00
2,Silo 1,medio,,18.92879099277204,3.5710258271228,2025-02-08,00:00:00
3,Silo 1,inferior,,19.81653236140135,5.226729244062728,2025-02-08,00:00:00
1,Silo 1,superior,,15.476413198930183,,2025-02-08,12:00:00
2,Silo 1,medio,22.51299599714361,12.038889247402102,,2025-02-08,12:00:00
3,Silo 1,inferior,,,2.426109246514624,2025-02-08,12:00:00
1,Silo 1,superior,11.36327926801923,11.064112218120435,3.0410609543932043,2025-03-08,00:00:00
2,Silo 1,medio,10.788074765410038,11.676578462053506,3.971739785343189,2025-03-08,00:00:00
3,Silo 1,inferior,14.32440535443956,11.591666118509414,2.9198136765622578,2025-03-08,00:00:00
1,Silo 1,superior,13.661982841484305,10.435500851028545,3.966047844597973,2025-03-08,12:00:00
2,Silo 1,medio,11.129291552625691,8.723790637783523,2.5490706085631523,2025-03-08,12:00:00
3,Silo 1,inferior,13.208760293320475,8.828402439885718,3.854783650977737,2025-03-08,12:00:00
1,Silo 1,superior,10.322604482491505,14.726776408882394,,2025-04-08,00:00:00
2,Silo 1,medio,,,5.538430999864898,2025-04-08,00:00:00
3,Silo 1,inferior,,5.257851721512615,2.6456745033792326,2025-04-08,00:00:00
1,Silo 1,superior,,18.525998853841266,,2025-04-08,12:00:00
2,Silo 1,medio,24.430927695311045,15.41688370217543,3.982334535996975,2025-04-08,12:00:00
3,Silo 1,inferior,,6.397041509072592,,2025-04-08,12:00:00
1,Silo 1,superior,13.997147735287683,8.275894197689228,3.760668120982233,2025-05-08,00:00:00
2,Silo 1,medio,11.31518873651274,8.194101772369006,3.9845785084280414,2025-05-08,00:00:00
3,Silo 1,inferior,10.27111071735292,10.655067009885524,3.299070791950065,2025-05-08,00:00:00
1,Silo 1,superior,13.248715216840676,11.318950202033584,2.691999680489913,2025-05-08,12:00:00
2,Silo 1,medio,10.97593363995475,10.711109353319072,2.8078409814965752,2025-05-08,12:00:00
3,Silo 1,inferior,10.410834749750189,11.670124963600578,3.742013206123252,2025-05-08,12:00:00
1,Silo 1,superior,,,,2025-06-08,00:00:00
2,Silo 1,medio,24.473478769517296,7.2755740861564355,,2025-06-08,00:00:00
3,Silo 1,inferior,20.64881500880792,,,2025-06-08,00:00:00
1,Silo 1,superior,,17.369606755869164,3.556615268343996,2025-06-08,12:00:00
2,Silo 1,medio,16.9197057809643,14.215718318087047,,2025-06-08,12:00:00
3,Silo 1,inferior,,,4.874164110020537,2025-06-08,12:00:00
1,Silo 1,superior,12.345239721835098,9.026159230756594,3.973544844521793,2025-07-08,00:00:00
2,Silo 1,medio,14.329134715500343,9.514537763736536,3.318953626173308,2025-07-08,00:00:00
3,Silo 1,inferior,13.992229605795671,8.03938773340403,3.867566048814612,2025-07-08,00:00:00
1,Silo 1,superior,13.282996266184172,10.422424200575808,3.691177161430317,2025-07-08,12:00:00
2,Silo 1,medio,10.29715073957684,9.74408588355059,2.6784671760778886,2025-07-08,12:00:00
3,Silo 1,inferior,10.603754324702306,9.64365944590264,3.293301076975408,2025-07-08,12:00:00
1,Silo 1,superior,,,3.242107958495004,2025-08-08,00:00:00
2,Silo 1,medio,,13.85085398946881,5.7860421731249145,2025-08-08,00:00:00
3,Silo 1,inferior,,18.93136105262145,,2025-08-08,00:00:00
1,Silo 1,superior,17.151731734857904,19.132182047915364,,2025-08-08,12:00:00
2,Silo 1,medio,,,,2025-08-08,12:00:00
3,Silo 1,inferior,9.944632480343005,11.587064485083864,,2025-08-08,12:00:00
1,Silo 1,superior,11.331702829523069,9.525529795066523,2.6089564015416142,2025-09-08,00:00:00
2,Silo 1,medio,13.023080172571715,11.477927878196834,3.675116319536032,2025-09-08,00:00:00
3,Silo 1,inferior,11.965493872998694,10.37780281777169,3.797736162363658,2025-09-08,00:00:00
1,Silo 1,superior,13.659239018451288,8.729031552773804,3.830790218975146,2025-09-08,12:00:00
2,Silo 1,medio,12.951785696695426,10.708241795890387,2.693462155825846,2025-09-08,12:00:00
3,Silo 1,inferior,12.842665808392466,8.166353231736302,3.6730215274428346,2025-09-08,12:00:00
1,Silo 1,superior,,,2.0097452188415064,2025-10-08,00:00:00
2,Silo 1,medio,16.78728965445508,,,2025-10-08,00:00:00
3,Silo 1,inferior,6.324868952828275,16.925275555927282,1.9317562134484527,2025-10-08,00:00:00
1,Silo 1,superior,,,5.577939308685048,2025-10-08,12:00:00
2,Silo 1,medio,,,4.607928614950638,2025-10-08,12:00:00
3,Silo 1,inferior,,12.337746668930563,3.852738266700552,2025-10-08,12:00:00
1,Silo 1,superior,14.045183828315905,9.584988135364013,3.301662589729504,2025-11-08,00:00:00
2,Silo 1,medio,12.156467866924524,8.172126462774788,2.7254854839372897,2025-11-08,00:00:00
3,Silo 1,inferior,13.614925655076036,11.161359039757388,2.657957279397672,2025-11-08,00:00:00
1,Silo 1,superior,10.21644439349218,9.390318681110555,3.142189511914509,2025-11-08,12:00:00
2,Silo 1,medio,10.22515538781048,10.06562376813637,3.448200472885106,2025-11-08,12:00:00
3,Silo 1,inferior,10.816206745595046,9.104528576050928,2.549567448059306,2025-11-08,12:00:00
1,Silo 1,superior,,14.292525461697895,2.6772234195285627,2025-12-08,00:00:00
2,Silo 1,medio,,,,2025-12-08,00:00:00
3,Silo 1,inferior,23.15873008151202,10.599974483478896,3.9824957790092914,2025-12-08,00:00:00
1,Silo 1,superior,,9.325562447799436,5.911500708286599,2025-12-08,12:00:00
2,Silo 1,medio,,11.994684652411427,3.4276966670651667,2025-12-08,12:00:00
3,Silo 1,inferior,14.20563766214504,,,2025-12-08,12:00:00
1,Silo 1,superior,13.890393941381356,10.952286783898874,2.9943392063021808,2025-01-09,00:00:00
2,Silo 1,medio,10.442378480350582,9.442109345737151,3.14977758522771,2025-01-09,00:00:00
3,Silo 1,inferior,12.836563048508484,8.076676428281884,3.4437575767148365,2025-01-09,00:00:00
1,Silo 1,superior,14.401909882428171,10.841250696356392,2.6467133666243354,2025-01-09,12:00:00
2,Silo 1,medio,12.857952969687414,8.434764139619501,2.533180267732871,2025-01-09,12:00:00
3,Silo 1,inferior,13.283219032429509,9.694066805912094,3.178045009185724,2025-01-09,12:00:00
1,Silo 1,superior,9.605107297923553,6.481731579332779,,2025-02-09,00:00:00
2,Silo 1,medio,,13.839535724014755,,2025-02-09,00:00:00
3,Silo 1,inferior,,13.961590042679909,,2025-02-09,00:00:00
1,Silo 1,superior,,,,2025-02-09,12:00:00
2,Silo 1,medio,15.704985460140964,,,2025-02-09,12:00:00
3,Silo 1,inferior,,16.46521817546786,,2025-02-09,12:00:00
1,Silo 1,superior,12.958309771165794,9.276571660313833,3.5861033196289305,2025-03-09,00:00:00
2,Silo 1,medio,10.934190121759208,10.26564533809471,3.07000894311264,2025-03-09,00:00:00
3,Silo 1,inferior,11.491154274194384,8.270838442113144,3.66742116349949,2025-03-09,00:00:00
1,Silo 1,superior,11.32805692109564,8.274537499726787,3.4028819904829315,2025-03-09,12:00:00
2,Silo 1,medio,10.47903973743074,8.300311793995254,2.932522101099318,2025-03-09,12:00:00
3,Silo 1,inferior,11.120397741441948,9.719174803884968,2.889708020823252,2025-03-09,12:00:00
1,Silo 1,superior,17.989769037474694,,1.8510674438186585,2025-04-09,00:00:00
2,Silo 1,medio,,12.384556573352814,3.0057944363835767,2025-04-09,00:00:00
3,Silo 1,inferior,,,,2025-04-09,00:00:00
1,Silo 1,superior,,13.120971411566437,3.198812470516029,2025-04-09,12:00:00
2,Silo 1,medio,,15.921516755381624,1.6628144512360157,2025-04-09,12:00:00
3,Silo 1,inferior,,,2.5846480408949577,2025-04-09,12:00:00
1,Silo 1,superior,12.25553018911579,9.487728032912113,3.494377567891392,2025-05-09,00:00:00
2,Silo 1,medio,13.689996322498754,11.204373269778293,3.9573211593848745,2025-05-09,00:00:00
3,Silo 1,inferior,14.125218401364044,9.042874960708374,2.5210435344468163,2025-05-09,00:00:00
1,Silo 1,superior,11.73140311836928,10.58227168671456,3.141171155966254,2025-05-09,12:00:00
2,Silo 1,medio,10.698274258717891,9.87611051928867,2.9268610979455367,2025-05-09,12:00:00
3,Silo 1,inferior,13.935864917309004,10.793368132372516,2.695531605802606,2025-05-09,12:00:00
1,Silo 1,superior,12.97164203583549,11.632457665394192,,2025-06-09,00:00:00
2,Silo 1,medio,,,5.130036923530319,2025-06-09,00:00:00
3,Silo 1,inferior,,,4.8062667675891255,2025-06-09,00:00:00
1,Silo 1,superior,,10.742937493043064,1.965123680991634,2025-06-09,12:00:00
2,Silo 1,medio,13.187559164759415,18.723614165823363,,2025-06-09,12:00:00
3,Silo 1,inferior,22.658779963892997,8.87792153744579,1.4256728637599476,2025-06-09,12:00:00
1,Silo 1,superior,10.679233748420218,10.933698758569074,3.78347197931838,2025-07-09,00:00:00
2,Silo 1,medio,11.021824213320771,8.084352907405796,3.344523167871019,2025-07-09,00:00:00
3,Silo 1,inferior,14.315243289989589,8.650025047897778,3.528139460409278,2025-07-09,00:00:00
1,Silo 1,superior,12.92636855111713,9.616752058257877,3.7888370395862014,2025-07-09,12:00:00
2,Silo 1,medio,11.973064237551297,11.423018642885529,3.007201652965793,2025-07-09,12:00:00
3,Silo 1,inferior,13.869516809713716,9.431791657773749,3.940670531266848,2025-07-09,12:00:00
1,Silo 1,superior,,,,2025-08-09,00:00:00
2,Silo 1,medio,16.8617811157438,,1.7248940553872885,2025-08-09,00:00:00
3,Silo 1,inferior,,6.4600682748767415,,2025-08-09,00:00:00
1,Silo 1,superior,16.187733273362497,,,2025-08-09,12:00:00
2,Silo 1,medio,9.468979301161372,,,2025-08-09,12:00:00
3,Silo 1,inferior,8.30384257428306,5.604036457145282,2.9270194050677683,2025-08-09,12:00:00
1,Silo 1,superior,12.813842226017162,9.285873564282042,2.6729291998648934,2025-09-09,00:00:00
2,Silo 1,medio,13.674134080444832,10.627874442195091,2.9930243305103907,2025-09-09,00:00:00
3,Silo 1,inferior,12.495830565701652,10.420085561386204,2.7314017928675605,2025-09-09,00:00:00
1,Silo 1,superior,12.909356174426794,11.528222567579803,3.117611846395472,2025-09-09,12:00:00
2,Silo 1,medio,12.997238730388048,9.100976406121386,2.970762946578549,2025-09-09,12:00:00
3,Silo 1,inferior,13.881844284910851,9.324860189948946,2.998317931467445,2025-09-09,12:00:00
1,Silo 1,superior,,17.97829881830267,,2025-10-09,00:00:00
2,Silo 1,medio,,,4.07514342226321,2025-10-09,00:00:00
3,Silo 1,inferior,9.238410549011103,19.375740625436976,5.360016497468307,2025-10-09,00:00:00
1,Silo 1,superior,13.160128075366163,10.164356845999157,1.43646899310055,2025-10-09,12:00:00
2,Silo 1,medio,21.894287718353084,,,2025-10-09,12:00:00
3,Silo 1,inferior,,,3.5481662482844247,2025-10-09,12:00:00
1,Silo 1,superior,12.60336625519229,9.449408504670634,2.844134955438224,2025-11-09,00:00:00
2,Silo 1,medio,13.814501057379754,8.615327265069839,3.0481690466705462,2025-11-09,00:00:00
3,Silo 1,inferior,14.67088267593715,9.81828717893084,3.034124624893918,2025-11-09,00:00:00
1,Silo 1,superior,11.293575175351553,9.328269212991051,3.981868148866237,2025-11-09,12:00:00
2,Silo 1,medio,12.431152038339134,10.81729657072868,2.5822297234661016,2025-11-09,12:00:00
3,Silo 1,inferior,10.146429039206152,10.942382913266886,3.7310908134691534,2025-11-09,12:00:00
1,Silo 1,superior,23.10376454642233,,,2025-12-09,00:00:00
2,Silo 1,medio,22.627302148580583,,,2025-12-09,00:00:00
3,Silo 1,inferior,,,,2025-12-09,00:00:00
1,Silo 1,superior,12.832122184797791,,4.127945804541787,2025-12-09,12:00:00
2,Silo 1,medio,,9.746933808504243,,2025-12-09,12:00:00
3,Silo 1,inferior,7.902904079224642,5.9425150505345234,5.399209185441183,2025-12-09,12:00:00
1,Silo 1,superior,10.169306156295196,11.241591615708774,2.9053465934587166,2025-01-10,00:00:00
2,Silo 1,medio,11.090325781317103,9.15120356871174,3.1366187415504294,2025-01-10,00:00:00
3,Silo 1,inferior,12.081010073167716,8.736339123202916,3.303625831137229,2025-01-10,00:00:00
1,Silo 1,superior,14.167282985460592,8.869264398228875,2.936018442145595,2025-01-10,12:00:00
2,Silo 1,medio,13.631897275710624,9.39656845296314,3.090571184786845,2025-01-10,12:00:00
3,Silo 1,inferior,11.580900168407291,10.352866374047313,3.176427999740361,2025-01-10,12:00:00
1,Silo 1,superior,,12.337251233075724,1.529584145727885,2025-02-10,00:00:00
2,Silo 1,medio,19.865409971327324,13.356881806916627,3.2163403097740177,2025-02-10,00:00:00
3,Silo 1,inferior,21.897834999018432,6.838067400351893,,2025-02-10,00:00:00
1,Silo 1,superior,,9.064457839650624,4.2964006542566295,2025-02-10,12:00:00
2,Silo 1,medio,12.862810100868789,12.784121379621157,1.2788288081224262,2025-02-10,12:00:00
3,Silo 1,inferior,,,,2025-02-10,12:00:00
1,Silo 1,superior,11.913901076194996,8.848623440510861,3.9297888424778233,2025-03-10,00:00:00
2,Silo 1,medio,12.91901047141468,9.727420110300198,2.6502679320543243,2025-03-10,00:00:00
3,Silo 1,inferior,12.1166359015158,11.307784384000731,3.41855278049172,2025-03-10,00:00:00
1,Silo 1,superior,10.27302299460555,9.316319576950338,2.714229622707446,2025-03-10,12:00:00
2,Silo 1,medio,11.129034844665805,8.431385247072965,3.4317041710225995,2025-03-10,12:00:00
3,Silo 1,inferior,10.037520342467529,10.793692126179083,3.223938553783457,2025-03-10,12:00:00
1,Silo 1,superior,23.808200708069894,,,2025-04-10,00:00:00
2,Silo 1,medio,,,3.0670865082801333,2025-04-10,00:00:00
3,Silo 1,inferior,,15.297968386939184,,2025-04-10,00:00:00
1,Silo 1,superior,,,1.6944993674606537,2025-04-10,12:00:00
2,Silo 1,medio,20.378072610836966,5.120634012835777,,2025-04-10,12:00:00
3,Silo 1,inferior,15.28660722190078,,,2025-04-10,12:00:00
1,Silo 1,superior,12.136039294706778,8.711223972817097,2.7047345089456867,2025-05-10,00:00:00
2,Silo 1,medio,12.42398726726828,9.465086509749682,2.599104948802144,2025-05-10,00:00:00
3,Silo 1,inferior,13.750896183652536,9.249387392330828,3.94257614272645,2025-05-10,00:00:00
1,Silo 1,superior,10.973532109022054,10.292461714553587,2.663530028621784,2025-05-10,12:00:00
2,Silo 1,medio,12.666766484751813,10.36407077414469,2.7126881432842778,2025-05-10,12:00:00
3,Silo 1,inferior,12.916759504253411,9.221563509898136,3.478453380138808,2025-05-10,12:00:00
1,Silo 1,superior,6.838824183696364,,,2025-06-10,00:00:00
2,Silo 1,medio,17.456187461426055,18.58272126986816,,2025-06-10,00:00:00
