Fecha y hora,ID sensor,ID silo,Ubicación,Temperatura (°C),Humedad (%),CO2 (%)
2025-06-02 00:00:00,6,Silo 2,inferior,11.505219035503718,11.639631258827283,3.870789134695898
2025-06-02 00:00:00,7,Silo 3,superior,11.764887931924731,11.30836993400036,3.986062147252819
2025-06-02 00:00:00,8,Silo 3,medio,10.815237766777205,11.287400061064645,2.7866966775487296
2025-06-02 00:00:00,9,Silo 3,inferior,14.098330324217981,9.268005095583359,2.892456256995718
2025-06-02 12:00:00,1,Silo 1,superior,22.514616155356983,,2.6031550488045596
2025-06-02 12:00:00,2,Silo 1,medio,,,
2025-06-02 12:00:00,3,Silo 1,inferior,12.427880723061627,,1.268182203215127
2025-06-02 12:00:00,4,Silo 2,superior,12.519637744097379,9.909958936009682,3.2038535416029292
2025-06-02 12:00:00,5,Silo 2,medio,14.98798412947189,11.002333000490824,2.9349542489813842
2025-06-02 12:00:00,6,Silo 2,inferior,12.626454042626921,11.921489980900178,3.3316430479400063
2025-06-02 12:00:00,7,Silo 3,superior,12.572120840072934,9.923640233911337,2.5113185969264937
2025-06-02 12:00:00,8,Silo 3,medio,11.664256101187524,11.04618648613577,2.628694094629744
2025-06-02 12:00:00,9,Silo 3,inferior,12.90668841373579,8.825993041616151,2.860215118747063
2025-06-03 00:00:00,1,Silo 1,superior,12.817027893156283,9.088637763307851,3.0095209547583144
2025-06-03 00:00:00,2,Silo 1,medio,14.893219795195675,11.511442481896193,3.6898486252879428
2025-06-03 00:00:00,3,Silo 1,inferior,12.594615394637385,8.702005395975284,3.5743094936259845
2025-06-03 00:00:00,4,Silo 2,superior,13.629904650032069,8.022046804502857,3.999686441973828
2025-06-03 00:00:00,5,Silo 2,medio,14.353305869627839,8.77701047897926,3.897172720117427
2025-06-03 00:00:00,6,Silo 2,inferior,13.487706301768297,10.15167153261481,3.591871594341461
2025-06-03 00:00:00,7,Silo 3,superior,14.503322294961063,11.546705982895112,2.9127855640680655
2025-06-03 00:00:00,8,Silo 3,medio,12.9810737485159,9.89917759067394,3.117209000028021
2025-06-03 00:00:00,9,Silo 3,inferior,13.190013437578509,8.104852470297732,3.1046908444835974
2025-06-03 12:00:00,1,Silo 1,superior,13.123656198577752,10.512497665856728,3.66187945122663
2025-06-03 12:00:00,2,Silo 1,medio,11.701956634196062,9.54547160183839,3.3733916618835926
2025-06-03 12:00:00,3,Silo 1,inferior,11.329716441094996,9.61798370187645,2.6600118245972677
2025-06-03 12:00:00,4,Silo 2,superior,11.631934878189734,9.448891332151112,3.482638424201392
2025-06-03 12:00:00,5,Silo 2,medio,13.372973486828624,9.594799362046649,3.8871360584625405
2025-06-03 12:00:00,6,Silo 2,inferior,14.380359205730889,9.447298574640392,3.9971112882153084
2025-06-03 12:00:00,7,Silo 3,superior,11.672451739579277,8.482734237123164,3.0032673367830993
2025-06-03 12:00:00,8,Silo 3,medio,10.135349007364766,8.380560631076404,3.12662108741121
2025-06-03 12:00:00,9,Silo 3,inferior,10.237730906845185,10.193347462591522,3.597059039726709
2025-06-04 00:00:00,1,Silo 1,superior,7.501288621336473,12.894898190989029,2.6347103082457846
2025-06-04 00:00:00,2,Silo 1,medio,,,2.3428150687068574
2025-06-04 00:00:00,3,Silo 1,inferior,13.688172202114774,13.204810263785431,
2025-06-04 00:00:00,4,Silo 2,superior,12.661412251293243,10.905454837497174,2.5739566580348985
2025-06-04 00:00:00,5,Silo 2,medio,12.834930419344444,10.402632614279263,2.878289506644311
2025-06-04 00:00:00,6,Silo 2,inferior,14.091031781599696,10.355887633748896,3.62798696270319
2025-06-04 00:00:00,7,Silo 3,superior,13.672887777022062,11.115480189359513,3.3642151649261294
2025-06-04 00:00:00,8,Silo 3,medio,13.933459210583624,10.551500825584384,2.783097855656836
2025-06-04 00:00:00,9,Silo 3,inferior,10.988131979896544,8.227056411146144,3.7737087515336585
2025-06-04 12:00:00,1,Silo 1,superior,,,
2025-06-04 12:00:00,2,Silo 1,medio,,5.2939277990821445,3.667376717330395
2025-06-04 12:00:00,3,Silo 1,inferior,,15.148463501218485,3.7860264683486937
2025-06-04 12:00:00,4,Silo 2,superior,14.109903447610842,10.959076145646073,3.4725881201420767
2025-06-04 12:00:00,5,Silo 2,medio,12.600532253095242,8.535396636497405,2.5093364958399302
2025-06-04 12:00:00,6,Silo 2,inferior,12.13837240844347,8.249765372816217,3.837094359622133
2025-06-04 12:00:00,7,Silo 3,superior,12.167485620967529,10.574808968319175,3.4088083414337387
2025-06-04 12:00:00,8,Silo 3,medio,12.790437139736726,11.680750508816043,3.2217120297595105
2025-06-04 12:00:00,9,Silo 3,inferior,13.316522783652255,10.418935355724402,2.8163372186194966
2025-06-05 00:00:00,1,Silo 1,superior,10.42361234980097,11.89062636885658,3.820570158100278
2025-06-05 00:00:00,2,Silo 1,medio,14.94094587816787,11.966810836531105,2.895510479091578
2025-06-05 00:00:00,3,Silo 1,inferior,11.838189013817779,10.616666804344247,3.6098756464345287
2025-06-05 00:00:00,4,Silo 2,superior,12.452677811564616,11.482451483277178,3.2120321068593567
2025-06-05 00:00:00,5,Silo 2,medio,14.144736780198421,9.425627500898289,3.2713397484471938
2025-06-05 00:00:00,6,Silo 2,inferior,13.45578698924799,8.532936430224009,3.041245484873457
2025-06-05 00:00:00,7,Silo 3,superior,12.151981214780795,10.689284644901512,2.8552419529167494
2025-06-05 00:00:00,8,Silo 3,medio,12.476029410759173,10.332295577687194,2.97251399476532
2025-06-05 00:00:00,9,Silo 3,inferior,12.63629726458398,11.819346776712038,2.6101856854606322
2025-06-05 12:00:00,1,Silo 1,superior,10.705909411952096,8.75929556808646,3.902383428508987
2025-06-05 12:00:00,2,Silo 1,medio,11.120924004400987,9.581617968351047,2.511718552207019
2025-06-05 12:00:00,3,Silo 1,inferior,12.162967451480782,11.347658582608224,2.7710990852679958
2025-06-05 12:00:00,4,Silo 2,superior,14.406211733697237,11.56487767420657,2.7341559078806554
2025-06-05 12:00:00,5,Silo 2,medio,14.864153455530701,10.123679499349974,3.0193964400845004
2025-06-05 12:00:00,6,Silo 2,inferior,14.599857725861508,11.124931237044642,2.720272767499557
2025-06-05 12:00:00,7,Silo 3,superior,10.469439173058555,8.213901486156773,3.760752906186875
2025-06-05 12:00:00,8,Silo 3,medio,13.239343693602681,8.910149009901085,3.2733903976864345
2025-06-05 12:00:00,9,Silo 3,inferior,14.925118648587082,10.477031465343991,3.8761827297584937
2025-06-06 00:00:00,1,Silo 1,superior,,,
2025-06-06 00:00:00,2,Silo 1,medio,24.708150266985594,,
2025-06-06 00:00:00,3,Silo 1,inferior,16.838333221410373,14.84637743734326,2.970866316662579
2025-06-06 00:00:00,4,Silo 2,superior,10.898303816939293,9.429977062668556,3.650062267718792
2025-06-06 00:00:00,5,Silo 2,medio,11.724000739740838,8.320452025624387,2.5356202322100305
2025-06-06 00:00:00,6,Silo 2,inferior,10.324434566485525,8.794473647179759,3.088935619311952
2025-06-06 00:00:00,7,Silo 3,superior,10.497163881465772,10.664350869373369,3.65574373828011
2025-06-06 00:00:00,8,Silo 3,medio,13.589924364432123,11.571582788933622,2.594333128939394
2025-06-06 00:00:00,9,Silo 3,inferior,14.622500100189884,11.892639862064216,2.7738091813973185
2025-06-06 12:00:00,1,Silo 1,superior,21.52324202671702,,4.667135228840214
2025-06-06 12:00:00,2,Silo 1,medio,7.254612240668217,18.820974720531026,
2025-06-06 12:00:00,3,Silo 1,inferior,24.259397348400583,,1.668990256188351
2025-06-06 12:00:00,4,Silo 2,superior,11.105838277668735,8.387861821537149,3.2243508829124377
2025-06-06 12:00:00,5,Silo 2,medio,12.902337469857649,10.42511647446695,3.3397773895366516
2025-06-06 12:00:00,6,Silo 2,inferior,10.609852833231573,8.590567988525526,3.9445978354617397
2025-06-06 12:00:00,7,Silo 3,superior,14.016941838840694,9.776009437759164,3.7652808340844466
2025-06-06 12:00:00,8,Silo 3,medio,13.648770318619968,10.821529647177757,3.6524323384039428
2025-06-06 12:00:00,9,Silo 3,inferior,12.687145334685216,10.570576885117276,2.9183934893025736
2025-06-07 00:00:00,1,Silo 1,superior,14.078939115561276,9.592288521255952,2.903271616223612
2025-06-07 00:00:00,2,Silo 1,medio,10.435397299012164,10.848171606420035,2.6887335820722136
2025-06-07 00:00:00,3,Silo 1,inferior,10.7294548219615,8.433325440616196,2.5510625535554876
2025-06-07 00:00:00,4,Silo 2,superior,13.834982629398588,8.552256052538588,3.759868608338627
2025-06-07 00:00:00,5,Silo 2,medio,11.078800941918937,11.566813166703927,2.8928380524024595
2025-06-07 00:00:00,6,Silo 2,inferior,13.533251861224347,8.613131684332915,3.171206268075065
2025-06-07 00:00:00,7,Silo 3,superior,14.686587098013865,9.018835315354956,3.8712502143790197
2025-06-07 00:00:00,8,Silo 3,medio,13.896979790242284,10.452757237294875,3.5162906236044664
2025-06-07 00:00:00,9,Silo 3,inferior,13.63946732103209,11.010935616871748,3.6236002257790845
2025-06-07 12:00:00,1,Silo 1,superior,10.953751245318363,8.192529486258849,3.424740816667671
2025-06-07 12:00:00,2,Silo 1,medio,14.886672058848358,10.248552996800058,3.069514757551139
2025-06-07 12:00:00,3,Silo 1,inferior,10.615168797167986,11.092360700679496,3.96914804921924
2025-06-07 12:00:00,4,Silo 2,superior,11.312479996708912,9.364067121291196,2.989305259872867
2025-06-07 12:00:00,5,Silo 2,medio,11.118393429297559,9.791767349580212,3.8456274645849997
2025-06-07 12:00:00,6,Silo 2,inferior,11.099886970465313,8.964141440753533,3.7954375202456836
2025-06-07 12:00:00,7,Silo 3,superior,10.203586036180004,10.403372081421079,2.5656853893698415
2025-06-07 12:00:00,8,Silo 3,medio,12.522785038289497,11.42167089520373,3.4376483111277802
2025-06-07 12:00:00,9,Silo 3,inferior,13.579976147330182,9.11789607275737,3.4847452202116274
2025-06-08 00:00:00,1,Silo 1,superior,12.09462230032577,,
2025-06-08 00:00:00,2,Silo 1,medio,18.47179148394288,11.714640641081445,
2025-06-08 00:00:00,3,Silo 1,inferior,11.121159877709845,12.979248975487426,
2025-06-08 00:00:00,4,Silo 2,superior,14.717776330657632,10.993728751407811,3.8036896786188605
2025-06-08 00:00:00,5,Silo 2,medio,12.521941405991237,8.169517579341193,3.624500757129575
2025-06-08 00:00:00,6,Silo 2,inferior,13.218741949424896,9.309459043558476,3.7299094536591655
2025-06-08 00:00:00,7,Silo 3,superior,10.233405692347796,9.682796113160094,3.6498123823946615
2025-06-08 00:00:00,8,Silo 3,medio,14.095700505932946,11.377661025906981,3.9437644478352536
2025-06-08 00:00:00,9,Silo 3,inferior,12.129113358180039,8.885802459212973,3.9170832890079543
2025-06-08 12:00:00,1,Silo 1,superior,,12.914854673239851,2.9971913705840914
2025-06-08 12:00:00,2,Silo 1,medio,13.160903955838922,,
2025-06-08 12:00:00,3,Silo 1,inferior,15.826322970108333,,5.804061164017647
2025-06-08 12:00:00,4,Silo 2,superior,11.048881510689109,11.60704548521543,2.541440351609404
2025-06-08 12:00:00,5,Silo 2,medio,12.339329047647642,8.705924664720412,2.972767616320191
2025-06-08 12:00:00,6,Silo 2,inferior,10.458550803096303,8.628212754535081,2.6763044444583213
2025-06-08 12:00:00,7,Silo 3,superior,13.854326641221862,11.189283370024308,3.1975094709324723
2025-06-08 12:00:00,8,Silo 3,medio,13.317323302003462,11.75942603915797,3.3323093501030945
2025-06-08 12:00:00,9,Silo 3,inferior,12.620081053912905,9.423020696733737,3.9183490434487664
2025-06-09 00:00:00,1,Silo 1,superior,14.51461065428628,11.792270457281695,2.5787101808125668
2025-06-09 00:00:00,2,Silo 1,medio,12.371794781392529,8.344602935360351,3.3037016485614976
2025-06-09 00:00:00,3,Silo 1,inferior,14.437647736445317,10.828017326662184,3.7292998867405673
2025-06-09 00:00:00,4,Silo 2,superior,12.597348047861306,8.85058305551779,3.750837491899296
2025-06-09 00:00:00,5,Silo 2,medio,13.001634156983421,8.356737275568907,3.7085129724476413
2025-06-09 00:00:00,6,Silo 2,inferior,14.60656298405516,9.977392787236049,2.9845875079877207
2025-06-09 00:00:00,7,Silo 3,superior,11.362509625523137,8.82180667558119,3.7328855563769734
2025-06-09 00:00:00,8,Silo 3,medio,12.919132717368758,8.544792409792949,3.7499401033629223
2025-06-09 00:00:00,9,Silo 3,inferior,10.962099783379516,10.861890745948891,2.7464980692862246
2025-06-09 12:00:00,1,Silo 1,superior,12.590785300275465,10.335944408731056,3.878011810786014
2025-06-09 12:00:00,2,Silo 1,medio,11.75117225861148,8.551662932458095,2.5980424889583187
2025-06-09 12:00:00,3,Silo 1,inferior,11.54793247437928,8.955705940717548,2.8429987592054586
2025-06-09 12:00:00,4,Silo 2,superior,13.528472449529927,10.240092362423427,3.864155807521924
2025-06-09 12:00:00,5,Silo 2,medio,14.768108330054341,10.35182993367895,3.998288106298603
2025-06-09 12:00:00,6,Silo 2,inferior,10.063283653934494,8.493825129414878,2.9268208513175886
2025-06-09 12:00:00,7,Silo 3,superior,13.844455681695996,8.166417113280687,3.384376497753479
2025-06-09 12:00:00,8,Silo 3,medio,13.304468412505258,8.847158261630906,3.0673390397796907
2025-06-09 12:00:00,9,Silo 3,inferior,10.665371335770223,10.6762022539923,2.7972903171867785
2025-06-10 00:00:00,1,Silo 1,superior,19.293041849169228,10.035921211462622,4.396400526080022
2025-06-10 00:00:00,2,Silo 1,medio,6.948165331867758,,1.0266406779666206
2025-06-10 00:00:00,3,Silo 1,inferior,9.814896987995736,,
2025-06-10 00:00:00,4,Silo 2,superior,12.718514088876214,11.290792053950241,2.736339691460159
2025-06-10 00:00:00,5,Silo 2,medio,14.145906710978648,11.872543633150201,3.9072533743083016
2025-06-10 00:00:00,6,Silo 2,inferior,12.254832500088463,9.212679584930633,3.29874604471335
2025-06-10 00:00:00,7,Silo 3,superior,12.032795348400226,9.668660476863328,2.670136029130523
2025-06-10 00:00:00,8,Silo 3,medio,13.080496182829567,8.320167263887788,2.933765599600259
2025-06-10 00:00:00,9,Silo 3,inferior,10.89811074100912,11.904902385833191,3.526539472323315
2025-06-10 12:00:00,1,Silo 1,superior,22.304989957249393,8.529214278766505,5.9110014588159
2025-06-10 12:00:00,2,Silo 1,medio,,,
2025-06-10 12:00:00,3,Silo 1,inferior,,,
2025-06-10 12:00:00,4,Silo 2,superior,13.754344084096974,10.81794445200285,2.8364215370917885
2025-06-10 12:00:00,5,Silo 2,medio,11.465600099109178,10.327312743027946,3.628070327701792
2025-06-10 12:00:00,6,Silo 2,inferior,10.358332803807876,10.602748810932114,3.235830562042775
2025-06-10 12:00:00,7,Silo 3,superior,13.753521827654238,11.8674784108717,3.680055030956156
2025-06-10 12:00:00,8,Silo 3,medio,11.639339424709224,8.307570214978574,3.7186046085980156
2025-06-10 12:00:00,9,Silo 3,inferior,14.108102434393729,9.11659725853551,2.54934476510598
2025-06-11 00:00:00,1,Silo 1,superior,11.049425368347437,9.043963520939318,3.149715958204193
2025-06-11 00:00:00,2,Silo 1,medio,13.384538565729036,9.28387625028385,3.624908739708262
2025-06-11 00:00:00,3,Silo 1,inferior,10.238496954967587,8.547662403242553,3.796836293874631
2025-06-11 00:00:00,4,Silo 2,superior,12.934974880125893,8.35750253860027,2.87047554275434
2025-06-11 00:00:00,5,Silo 2,medio,13.919620417636303,11.827546523878876,3.913245482948418
2025-06-11 00:00:00,6,Silo 2,inferior,13.976367330953344,10.509130761155024,3.796812380111783
2025-06-11 00:00:00,7,Silo 3,superior,13.417595411795194,10.792475663855022,2.617028516699716
2025-06-11 00:00:00,8,Silo 3,medio,13.788603530926487,11.207763114460331,3.5389866720032486
2025-06-11 00:00:00,9,Silo 3,inferior,14.807954629414898,8.444985261661671,3.8730547255600882
2025-06-11 12:00:00,1,Silo 1,superior,12.793748552137965,9.771178946051155,2.5166305132619686
2025-06-11 12:00:00,2,Silo 1,medio,12.086276984721831,9.345640190657962,3.6616502985910673
2025-06-11 12:00:00,3,Silo 1,inferior,11.4187943192224,11.941836710360162,3.863174448027539
2025-06-11 12:00:00,4,Silo 2,superior,10.63312754133988,11.811441041483494,2.9651153914626684
2025-06-11 12:00:00,5,Silo 2,medio,14.541911081163999,8.57652131415288,2.6135413754196457
2025-06-11 12:00:00,6,Silo 2,inferior,13.744248399297025,11.232407064450149,3.623683021667736
2025-06-11 12:00:00,7,Silo 3,superior,11.390638763757982,10.044204439391041,3.435520379833328
2025-06-11 12:00:00,8,Silo 3,medio,10.457348791779856,10.593899286299878,2.5332942236845115
2025-06-11 12:00:00,9,Silo 3,inferior,10.501839166551138,11.657816066866616,3.265029487575058
2025-06-12 00:00:00,1,Silo 1,superior,,,2.207905351793542
2025-06-12 00:00:00,2,Silo 1,medio,7.278273780282946,,1.3997325449108806
2025-06-12 00:00:00,3,Silo 1,inferior,,,4.227746337610285
2025-06-12 00:00:00,4,Silo 2,superior,14.898530269429855,9.4290852846401,2.764131818174643
2025-06-12 00:00:00,5,Silo 2,medio,10.029220783810262,11.862287605977714,3.753680849809057
2025-06-12 00:00:00,6,Silo 2,inferior,13.165778160425294,9.121920358297324,2.569725289450745
2025-06-12 00:00:00,7,Silo 3,superior,13.451210269473094,10.29402549797847,3.493790581363314
2025-06-12 00:00:00,8,Silo 3,medio,10.764769874574007,8.624494300413449,3.1348937664831955
2025-06-12 00:00:00,9,Silo 3,inferior,11.016311702987927,9.292852548375901,3.4123953195897507
2025-06-12 12:00:00,1,Silo 1,superior,17.879998730387165,10.835264014809272,
2025-06-12 12:00:00,2,Silo 1,medio,6.913229896426138,,
2025-06-12 12:00:00,3,Silo 1,inferior,24.666318691306174,19.217527825716623,
2025-06-12 12:00:00,4,Silo 2,superior,11.893983775454215,8.334213211486109,3.0534141892116815
2025-06-12 12:00:00,5,Silo 2,medio,11.813698990359633,9.987514735099989,3.414785927569726
2025-06-12 12:00:00,6,Silo 2,inferior,13.552038172506474,11.053259950123916,3.509196658678462
2025-06-12 12:00:00,7,Silo 3,superior,13.136808192747086,11.458360043587412,3.9261790744271607
2025-06-12 12:00:00,8,Silo 3,medio,13.557200740239942,9.630270631694394,2.820953207366328
2025-06-12 12:00:00,9,Silo 3,inferior,10.79328677096722,8.810349991770371,2.925109153739069
2025-06-13 00:00:00,1,Silo 1,superior,13.295159259621117,9.33723997866364,3.2219369083212746
2025-06-13 00:00:00,2,Silo 1,medio,11.257192469289995,10.643650201939234,2.6362222223562464
2025-06-13 00:00:00,3,Silo 1,inferior,10.111333992239704,10.252203622673026,3.5234696633998666
2025-06-13 00:00:00,4,Silo 2,superior,11.4879985492127,8.151629239896685,2.6725563836275503
2025-06-13 00:00:00,5,Silo 2,medio,11.654882081259398,9.382538823555818,3.2781880087577706
2025-06-13 00:00:00,6,Silo 2,inferior,11.996390224168154,9.837932249822096,3.062834425581478
2025-06-13 00:00:00,7,Silo 3,superior,10.706991092196597,9.353154132249616,3.0555708525002183
2025-06-13 00:00:00,8,Silo 3,medio,13.783484538490779,8.508368070904421,2.8052422015515797
2025-06-13 00:00:00,9,Silo 3,inferior,11.421020472353241,8.541500520975468,3.7077353499307337
2025-06-13 12:00:00,1,Silo 1,superior,12.109742960565757,10.887661698595203,2.6609045569878713
2025-06-13 12:00:00,2,Silo 1,medio,10.246779141306373,11.122937130534865,2.933062075857333
2025-06-13 12:00:00,3,Silo 1,inferior,13.710602854775878,9.661398337070104,3.9293719757116374
2025-06-13 12:00:00,4,Silo 2,superior,13.478555141038708,11.716923134925395,2.7581008402420157
2025-06-13 12:00:00,5,Silo 2,medio,10.216025794962729,9.336640704304717,2.55794253026185
2025-06-13 12:00:00,6,Silo 2,inferior,13.42168808518089,11.54019918075221,3.9382694680443966
2025-06-13 12:00:00,7,Silo 3,superior,12.618014591006293,9.104243538423749,2.985504974541313
2025-06-13 12:00:00,8,Silo 3,medio,13.33305010573993,11.423712868963392,2.793666296377554
2025-06-13 12:00:00,9,Silo 3,inferior,10.689700339820211,10.238102440885434,3.029240642353438
2025-06-14 00:00:00,1,Silo 1,superior,16.902185010578343,10.668912911775525,
2025-06-14 00:00:00,2,Silo 1,medio,,8.199918792104732,1.2956264067571253
2025-06-14 00:00:00,3,Silo 1,inferior,,,
2025-06-14 00:00:00,4,Silo 2,superior,10.38609926841651,8.260064337739944,2.690885445487361
2025-06-14 00:00:00,5,Silo 2,medio,13.670028377691139,9.243529904850933,2.6888223896717878
2025-06-14 00:00:00,6,Silo 2,inferior,11.140980891526597,11.787783498015004,3.7246048025294805
2025-06-14 00:00:00,7,Silo 3,superior,12.855141218447294,10.040662738491813,2.7667804772031888
2025-06-14 00:00:00,8,Silo 3,medio,13.636990162551477,9.54419557780056,
2025-06-14 00:00:00,9,Silo 3,inferior,11.69348134837069,10.20261846281972,3.16668049320505
2025-06-14 12:00:00,1,Silo 1,superior,,7.204086726088797,3.4610856785089927
2025-06-14 12:00:00,2,Silo 1,medio,12.61662055700741,11.42874204243195,5.012969416621132
2025-06-14 12:00:00,3,Silo 1,inferior,,,
2025-06-14 12:00:00,4,Silo 2,superior,11.229663655893852,9.125693229709844,2.9597913208540034
2025-06-14 12:00:00,5,Silo 2,medio,13.208990404791479,8.59394996492873,2.7254069064850044
2025-06-14 12:00:00,6,Silo 2,inferior,10.469892632063987,11.904001126945836,3.6287160860084393
2025-06-14 12:00:00,7,Silo 3,superior,13.079374685464614,10.960141464866826,3.4000260597607666
2025-06-14 12:00:00,8,Silo 3,medio,10.533942108213756,8.257229999689887,3.29544686071129
2025-06-14 12:00:00,9,Silo 3,inferior,12.120077793297096,8.922979814480213,3.0814989373480373
2025-06-15 00:00:00,1,Silo 1,superior,,11.039425573638944,3.142451817359998
2025-06-15 00:00:00,2,Silo 1,medio,10.656383223719287,8.210013459195176,3.9673548080516
2025-06-15 00:00:00,3,Silo 1,inferior,10.271683405041594,9.833081631301521,2.71099679661224
2025-06-15 00:00:00,4,Silo 2,superior,11.305232001710936,11.522345311089175,3.56961608766503
2025-06-15 00:00:00,5,Silo 2,medio,14.086785586264503,9.065291973632181,3.906436200920975
2025-06-15 00:00:00,6,Silo 2,inferior,10.313817230921082,11.859551699611423,2.550486732144782
2025-06-15 00:00:00,7,Silo 3,superior,14.8036659159667,8.122987153867802,2.928208478187219
2025-06-15 00:00:00,8,Silo 3,medio,11.979301226979997,11.54293857642013,3.7375772298639935
2025-06-15 00:00:00,9,Silo 3,inferior,12.471617660691315,11.38750959445667,3.757311160022757
2025-06-15 12:00:00,1,Silo 1,superior,13.107238523089986,8.018657588792372,3.321331276116468
2025-06-15 12:00:00,2,Silo 1,medio,12.975495185441623,8.122307297605252,3.8676329765865805
2025-06-15 12:00:00,3,Silo 1,inferior,12.472277352576867,8.657319788395405,
2025-06-15 12:00:00,4,Silo 2,superior,14.57783985562558,10.936983946599941,3.2723793148850877
2025-06-15 12:00:00,5,Silo 2,medio,12.607817503044082,10.842616894736613,2.6425187719447245
2025-06-15 12:00:00,6,Silo 2,inferior,13.157174318711796,9.658197727190359,2.5777565983304047
2025-06-15 12:00:00,7,Silo 3,superior,14.973934421655713,11.571580595918222,3.32757902047012
2025-06-15 12:00:00,8,Silo 3,medio,12.499519149197555,11.597817723936418,3.867607958332829
2025-06-15 12:00:00,9,Silo 3,inferior,14.530432548117501,8.367355870626525,3.454322882521633
2025-06-16 00:00:00,1,Silo 1,superior,,6.785731617970923,1.6998200077451129
2025-06-16 00:00:00,2,Silo 1,medio,,9.704564618234464,1.8746288857789848
2025-06-16 00:00:00,3,Silo 1,inferior,9.053414164944636,,
2025-06-16 00:00:00,4,Silo 2,superior,11.132919233915327,8.350267092347874,2.740422091934754
2025-06-16 00:00:00,5,Silo 2,medio,10.895366429787119,10.897874165671784,3.2947680003009054
2025-06-16 00:00:00,6,Silo 2,inferior,12.86476073844271,10.688168206797393,2.7429554185823655
2025-06-16 00:00:00,7,Silo 3,superior,10.455140713701372,8.446333659390842,3.7335225592065404
2025-06-16 00:00:00,8,Silo 3,medio,12.227868488197016,8.149935914463487,3.8515510896778054
2025-06-16 00:00:00,9,Silo 3,inferior,14.397945499216803,11.093226254395098,2.5532875699511717
2025-06-16 12:00:00,1,Silo 1,superior,,16.349674295654054,
2025-06-16 12:00:00,2,Silo 1,medio,18.680653319746025,5.829140093103308,
2025-06-16 12:00:00,3,Silo 1,inferior,,5.869530052826243,1.551310098521434
2025-06-16 12:00:00,4,Silo 2,superior,12.249392906352647,10.452136953727642,3.982733164912278
2025-06-16 12:00:00,5,Silo 2,medio,11.703997181153307,11.084807776725363,2.9291263095219775
2025-06-16 12:00:00,6,Silo 2,inferior,13.542702320068827,11.830484861642416,3.6613874868931653
2025-06-16 12:00:00,7,Silo 3,superior,14.248255578553682,9.125791678494837,3.8226469877947924
2025-06-16 12:00:00,8,Silo 3,medio,10.311222822834969,9.053962852958259,2.8574532664848986
2025-06-16 12:00:00,9,Silo 3,inferior,11.110036753117974,11.695290269556036,3.4403896556728473
2025-06-17 00:00:00,1,Silo 1,superior,14.752347843367698,10.678982247268383,3.5533898213926554
2025-06-17 00:00:00,2,Silo 1,medio,11.361079899737803,9.169351470039278,3.5028756152871146
2025-06-17 00:00:00,3,Silo 1,inferior,13.473511283179468,10.98542156590016,3.856278398407941
2025-06-17 00:00:00,4,Silo 2,superior,10.859810761964967,11.629176873575439,3.08785588826946
2025-06-17 00:00:00,5,Silo 2,medio,12.52035334145133,8.708883175977967,2.997877513969633
2025-06-17 00:00:00,6,Silo 2,inferior,11.601386335953341,10.303308836812775,3.1894739818341344
2025-06-17 00:00:00,7,Silo 3,superior,12.315107767017189,9.496698886925635,2.8197494095133306
